Potential Name,Potential Owner,Created Time,Closing Date,Amount,Expected Revenue,Stage,Forecast Type,Type,Lead Source,Probability,Age in Days,Age Tier,Amount Tier,LEADID,Tasks Involved,Events Involved,Calls Involved,Activities Involved,Campaign Id
"Enriquez, Cora",Thomas Mondrake,"04 Mar, 2021 00:01:00","24 Apr, 2021 00:03:00","$12,100.00","$11,900.00",Initial Offer,Open,New Business,Public Relations,20,51,1. 0 - 60 days,"2. $10,001 - $20K",1458,No,No,No,No,24000012
"Maas, Roger",Tina Thomas,"04 Mar, 2021 00:01:00","27 Mar, 2021 00:02:00","$7,900.00","$7,000.00",Closed Won,Won,Existing Business,Sales Mail Alias,25,23,1. 0 - 60 days,1. 0 - $10K,1836,No,No,No,No,24000023
"Lowe, George",Harold Pawlan,"04 Mar, 2021 00:01:00","22 Apr, 2021 00:03:00","$92,600.00","$72,700.00",Closed Won,Won,New Business,Public Relations,80,49,1. 0 - 60 days,5. Above 40K,1720,No,No,No,No,24000021
"Goins, Winston",David Love,"04 Mar, 2021 00:01:00","13 May, 2021 00:03:00","$243,800.00","$245,800.00",Closed Lost,Lost,Existing Business,Advertisement,20,70,2. 61 - 120 days,5. Above 40K,1823,No,No,No,No,24000023
"Stack, Larissa",David Love,"04 Mar, 2021 00:01:00","27 Apr, 2021 00:03:00","$13,600.00","$12,400.00",Qualification,Open,New Business,Cold Call,25,54,1. 0 - 60 days,"2. $10,001 - $20K",1716,No,No,No,No,24000020
"Doucet, Vincent",Lazar Mathew,"04 Mar, 2021 00:01:00","14 Apr, 2021 00:03:00","$33,700.00","$28,700.00",Initial Offer,Open,Existing Business,Advertisement,10,41,1. 0 - 60 days,"4. $30,001 - $40K",1508,No,No,No,No,24000012
"Rivera, Mary",Roger Terrence,"03 Mar, 2021 00:01:00","17 Apr, 2021 00:03:00","$237,000.00","$248,700.00",Proposal/Price Quote,Open,Existing Business,Advertisement,100,45,1. 0 - 60 days,5. Above 40K,1913,No,No,No,No,24000024
"Carter, Leatha",Lazar Mathew,"03 Mar, 2021 00:01:00","10 Apr, 2021 00:02:00","$17,800.00","$19,600.00",Initial Offer,Open,New Business,External Referral,100,38,1. 0 - 60 days,"2. $10,001 - $20K",1762,No,No,No,No,24000021
"Slater, John",Harold Pawlan,"03 Mar, 2021 00:01:00","22 Apr, 2021 00:03:00","$96,300.00","$101,950.00",Initial Offer,Open,Existing Business,Sales Mail Alias,100,50,1. 0 - 60 days,5. Above 40K,1567,No,No,No,No,24000015
"Bowen, Shelly",Jasmine Frank,"02 Mar, 2021 00:01:00","25 Apr, 2021 00:03:00","$11,100.00","$13,150.00",Closed Won,Won,New Business,Trade Show,20,54,1. 0 - 60 days,"2. $10,001 - $20K",1883,No,No,No,No,24000024
"Laverty, Nancy",Harold Pawlan,"02 Mar, 2021 00:01:00","26 Apr, 2021 00:03:00","$19,000.00","$14,950.00",Closed Won,Won,New Business,Trade Show,25,55,1. 0 - 60 days,"2. $10,001 - $20K",1820,No,No,No,No,24000023
"Fulkerson, Virginia",Tina Thomas,"02 Mar, 2021 00:01:00","25 Apr, 2021 00:03:00","$25,100.00","$24,100.00",Initial Offer,Open,Existing Business,Employee Referral,100,54,1. 0 - 60 days,"3. $20,001 - $30K",1627,No,No,No,No,24000016
"Bauman, Lawrence",Rozario Diego,"02 Mar, 2021 00:01:00","20 Apr, 2021 00:03:00","$80,900.00","$102,600.00",Closed Won,Won,Existing Business,Cold Call,20,49,1. 0 - 60 days,5. Above 40K,1824,No,No,No,No,24000023
"Guzik, Michael",Rozario Diego,"02 Mar, 2021 00:01:00","17 Apr, 2021 00:03:00","$7,700.00","$10,050.00",Prospect,Open,New Business,Advertisement,25,46,1. 0 - 60 days,1. 0 - $10K,1481,No,No,No,No,24000012
"Holderman, Donald",Santa Cruz Clara,"02 Mar, 2021 00:01:00","13 Apr, 2021 00:02:00","$72,700.00","$44,900.00",Closed Won,Won,New Business,Public Relations,20,42,1. 0 - 60 days,5. Above 40K,1684,No,No,No,No,24000019
"Digiacomo, Salvatore",Lazar Mathew,"02 Mar, 2021 00:01:00","02 May, 2021 00:03:00","$96,700.00","$44,100.00",Initial Offer,Open,Existing Business,External Referral,25,61,2. 61 - 120 days,5. Above 40K,1546,No,No,No,No,24000015
"Faust, Ann",Augustine Paul,"02 Mar, 2021 00:01:00","05 May, 2021 00:03:00","$18,000.00","$13,700.00",Closed Won,Won,New Business,Web Research,25,64,2. 61 - 120 days,"2. $10,001 - $20K",1739,No,No,No,No,24000021
"Howard, Marcus",Santa Cruz Clara,"01 Mar, 2021 00:01:00","20 Apr, 2021 00:03:00","$7,100.00","$7,100.00",Qualification,Open,Existing Business,Web Research,25,50,1. 0 - 60 days,1. 0 - $10K,1569,No,No,No,No,24000015
"Leach, Johnson",David Love,"28 Feb, 2021 00:01:00","01 Apr, 2021 00:02:00","$209,500.00","$234,800.00",Closed Won,Won,New Business,Sales Mail Alias,100,32,1. 0 - 60 days,5. Above 40K,1819,No,No,No,No,24000023
"McCoy, Elizabeth",Rozario Diego,"28 Feb, 2021 00:01:00","30 Mar, 2021 00:02:00","$26,500.00","$20,900.00",Closed Won,Won,New Business,External Referral,0,30,1. 0 - 60 days,"3. $20,001 - $30K",1682,No,No,No,No,24000019
"Valle, Lois",Thomas Mondrake,"28 Feb, 2021 00:01:00","24 Mar, 2021 00:02:00","$92,800.00","$93,550.00",Closed Won,Won,New Business,Partner,100,24,1. 0 - 60 days,5. Above 40K,1763,No,No,No,No,24000021
"Pinckney, Robert",Thomas Mondrake,"28 Feb, 2021 00:01:00","30 Apr, 2021 00:03:00","$98,500.00","$68,400.00",Closed Won,Won,New Business,Partner,100,61,2. 61 - 120 days,5. Above 40K,1844,No,No,No,No,24000023
"Williams, Celia",Lazar Mathew,"28 Feb, 2021 00:01:00","23 Mar, 2021 00:02:00","$9,100.00","$6,400.00",Closed Won,Won,Existing Business,Advertisement,20,23,1. 0 - 60 days,1. 0 - $10K,1725,No,No,No,No,24000021
"Jennings, Ruth",Thomas Mondrake,"28 Feb, 2021 00:01:00","30 Apr, 2021 00:03:00","$13,000.00","$19,550.00",Needs Analysis,Open,Existing Business,Trade Show,75,61,2. 61 - 120 days,"2. $10,001 - $20K",1910,No,No,No,No,24000024
"Sullins, Vicente",Harold Pawlan,"28 Feb, 2021 00:01:00","15 Apr, 2021 00:03:00","$99,800.00","$95,200.00",Proposal/Price Quote,Open,Existing Business,Partner,0,46,1. 0 - 60 days,5. Above 40K,1494,No,No,No,No,24000012
"Gabriel, Charles",Roger Terrence,"28 Feb, 2021 00:01:00","30 Apr, 2021 00:03:00","$6,000.00","$6,650.00",Qualification,Open,Existing Business,External Referral,10,61,2. 61 - 120 days,1. 0 - $10K,1447,No,No,No,No,24000011
"Nielsen, Terence",Lazar Mathew,"27 Feb, 2021 00:01:00","28 Apr, 2021 00:03:00","$21,200.00","$30,000.00",Closed Lost,Lost,New Business,Public Relations,80,60,1. 0 - 60 days,"3. $20,001 - $30K",1702,No,No,No,No,24000019
"Shephard, Vincent",Jasmine Frank,"26 Feb, 2021 00:01:00","08 May, 2021 00:03:00","$27,200.00","$28,800.00",Closed Won,Won,New Business,Trade Show,100,71,2. 61 - 120 days,"3. $20,001 - $30K",1676,No,No,No,No,24000019
"Tate, Soon",Harold Pawlan,"26 Feb, 2021 00:01:00","24 Mar, 2021 00:02:00","$241,400.00","$225,000.00",Closed Won,Won,New Business,Partner,80,26,1. 0 - 60 days,5. Above 40K,1808,No,No,No,No,24000022
"Hall, Brandon",David Love,"26 Feb, 2021 00:01:00","21 Apr, 2021 00:03:00","$8,800.00","$9,400.00",Closed Won,Won,New Business,OnlineStore,75,54,1. 0 - 60 days,1. 0 - $10K,1947,No,No,No,No,24000026
"Adams, Alejandro",Roger Terrence,"26 Feb, 2021 00:01:00","29 Mar, 2021 00:02:00","$104,800.00","$125,750.00",Closed Lost,Lost,Existing Business,Web Research,100,31,1. 0 - 60 days,5. Above 40K,1659,No,No,No,No,24000017
"Finley, Henry",Rozario Diego,"26 Feb, 2021 00:01:00","30 Apr, 2021 00:03:00","$52,200.00","$63,600.00",Closed Won,Won,New Business,Cold Call,20,63,2. 61 - 120 days,5. Above 40K,1680,No,No,No,No,24000019
"Bowen, Edith",David Love,"26 Feb, 2021 00:01:00","27 Apr, 2021 00:03:00","$5,900.00","$4,050.00",Needs Analysis,Open,New Business,Sales Mail Alias,10,60,1. 0 - 60 days,1. 0 - $10K,1792,No,No,No,No,24000022
"Nickel, Mike",Rozario Diego,"25 Feb, 2021 00:01:00","27 Apr, 2021 00:03:00","$9,700.00","$6,400.00",Closed Won,Won,Existing Business,Employee Referral,100,61,2. 61 - 120 days,1. 0 - $10K,1536,No,No,No,No,24000015
"Rice, David",David Love,"25 Feb, 2021 00:01:00","20 Mar, 2021 00:02:00","$13,200.00","$13,050.00",Prospect,Open,New Business,Web Research,10,23,1. 0 - 60 days,"2. $10,001 - $20K",1732,Yes,Yes,No,Yes,24000021
"Haynes, Harvey",Pete Zachariah,"25 Feb, 2021 00:01:00","29 Mar, 2021 00:02:00","$14,900.00","$9,800.00",Closed Won,Won,New Business,Public Relations,75,32,1. 0 - 60 days,"2. $10,001 - $20K",1736,No,No,No,No,24000021
"Suzuki, Teri",Harold Pawlan,"25 Feb, 2021 00:01:00","24 Apr, 2021 00:03:00","$84,100.00","$106,850.00",Closed Lost,Lost,New Business,Trade Show,0,58,1. 0 - 60 days,5. Above 40K,1955,No,No,No,No,24000026
"Hinderliter, John",Jasmine Frank,"25 Feb, 2021 00:01:00","22 Mar, 2021 00:02:00","$18,000.00","$33,800.00",Closed Won,Won,New Business,Employee Referral,20,25,1. 0 - 60 days,"2. $10,001 - $20K",1618,No,No,No,No,24000016
"Weber, Beatrice",Tina Thomas,"25 Feb, 2021 00:01:00","11 Apr, 2021 00:02:00","$19,900.00","$32,100.00",Initial Offer,Open,New Business,External Referral,10,45,1. 0 - 60 days,"2. $10,001 - $20K",1789,No,No,No,No,24000022
"Brunelle, James",Pete Zachariah,"24 Feb, 2021 00:01:00","08 Apr, 2021 00:02:00","$11,100.00","$13,900.00",Closed Won,Won,Existing Business,Sales Mail Alias,100,43,1. 0 - 60 days,"2. $10,001 - $20K",1468,No,No,No,No,24000012
"Koopman, Bertha",Harold Pawlan,"24 Feb, 2021 00:01:00","26 Mar, 2021 00:02:00","$83,800.00","$103,950.00",Closed Won,Won,New Business,Sales Mail Alias,75,30,1. 0 - 60 days,5. Above 40K,1882,No,No,No,No,24000024
"Morey, Melody",Jasmine Frank,"24 Feb, 2021 00:01:00","20 Apr, 2021 00:03:00","$31,000.00","$17,600.00",Qualification,Open,New Business,External Referral,100,55,1. 0 - 60 days,"4. $30,001 - $40K",1691,No,No,No,No,24000019
"Chitwood, Lamont",Tina Thomas,"24 Feb, 2021 00:01:00","17 Apr, 2021 00:03:00","$9,800.00","$10,650.00",Closed Won,Won,Existing Business,Partner,80,52,1. 0 - 60 days,1. 0 - $10K,1629,No,No,No,No,24000016
"Coffman, Sophia",Jasmine Frank,"24 Feb, 2021 00:01:00","04 Apr, 2021 00:02:00","$19,600.00","$18,650.00",Closed Won,Won,New Business,Cold Call,10,39,1. 0 - 60 days,"2. $10,001 - $20K",1671,No,No,No,No,24000018
"Champagne, Daniel",David Love,"23 Feb, 2021 00:01:00","02 May, 2021 00:03:00","$63,400.00","$104,900.00",Initial Offer,Open,New Business,OnlineStore,0,68,2. 61 - 120 days,5. Above 40K,1857,No,No,No,No,24000023
"Meyer, Damian",Harold Pawlan,"23 Feb, 2021 00:01:00","19 Apr, 2021 00:03:00","$91,600.00","$95,750.00",Closed Won,Won,New Business,Partner,0,55,1. 0 - 60 days,5. Above 40K,1943,No,No,No,No,24000026
"Conn, Jessie",Pete Zachariah,"23 Feb, 2021 00:01:00","03 May, 2021 00:03:00","$247,100.00","$258,200.00",Negotiation/Review,Open,New Business,OnlineStore,20,69,2. 61 - 120 days,5. Above 40K,1866,No,No,No,No,24000023
"Sims, Jill",Harold Pawlan,"22 Feb, 2021 00:01:00","01 Apr, 2021 00:02:00","$18,100.00","$11,700.00",Closed Won,Won,Existing Business,Partner,100,38,1. 0 - 60 days,"2. $10,001 - $20K",1935,No,No,No,No,24000025
"Hoskins, Debra",David Love,"22 Feb, 2021 00:01:00","07 May, 2021 00:03:00","$126,200.00","$108,950.00",Closed Won,Won,Existing Business,Employee Referral,100,74,2. 61 - 120 days,5. Above 40K,1825,No,No,No,No,24000023
"Lyle, John",Jasmine Frank,"22 Feb, 2021 00:01:00","06 May, 2021 00:03:00","$97,400.00","$96,150.00",Initial Offer,Open,New Business,Employee Referral,80,73,2. 61 - 120 days,5. Above 40K,1690,No,No,No,No,24000019
"Clark, Katherine",Augustine Paul,"21 Feb, 2021 00:12:00","22 Apr, 2021 00:03:00","$26,600.00","$29,500.00",Proposal/Price Quote,Open,Existing Business,Cold Call,100,60,1. 0 - 60 days,"3. $20,001 - $30K",1932,No,No,No,No,24000025
"Kline, Jean",Thomas Mondrake,"21 Feb, 2021 00:12:00","27 Apr, 2021 00:03:00","$88,900.00","$104,850.00",Needs Analysis,Open,Existing Business,Cold Call,100,65,2. 61 - 120 days,5. Above 40K,1751,No,No,No,No,24000021
"Ramos, Theresa",Augustine Paul,"21 Feb, 2021 00:12:00","22 Apr, 2021 00:03:00","$89,200.00","$105,400.00",Closed Won,Won,Existing Business,External Referral,100,60,1. 0 - 60 days,5. Above 40K,1592,No,No,No,No,24000015
"Smith, David",Harold Pawlan,"21 Feb, 2021 00:12:00","26 Apr, 2021 00:03:00","$9,000.00","$9,550.00",Closed Won,Won,New Business,External Referral,100,64,2. 61 - 120 days,1. 0 - $10K,1771,No,No,No,No,24000022
"Brown, Mary",Jasmine Frank,"20 Feb, 2021 00:12:00","04 May, 2021 00:03:00","$94,600.00","$92,600.00",Closed Won,Won,Existing Business,Employee Referral,10,73,2. 61 - 120 days,5. Above 40K,1743,No,No,No,No,24000021
"Ambriz, Alan",David Love,"20 Feb, 2021 00:12:00","18 Mar, 2021 00:02:00","$18,700.00","$16,550.00",Initial Offer,Open,New Business,Sales Mail Alias,100,26,1. 0 - 60 days,"2. $10,001 - $20K",1783,No,No,No,No,24000022
"Garay, Luther",Roger Terrence,"20 Feb, 2021 00:12:00","27 Apr, 2021 00:03:00","$21,200.00","$23,200.00",Proposal/Price Quote,Open,Existing Business,Advertisement,100,66,2. 61 - 120 days,"3. $20,001 - $30K",1931,No,No,No,No,24000025
"Labelle, Peter",Tina Thomas,"19 Feb, 2021 00:12:00","29 Apr, 2021 00:03:00","$6,700.00","$9,300.00",Closed Won,Won,Existing Business,OnlineStore,100,69,2. 61 - 120 days,1. 0 - $10K,1831,No,No,No,No,24000023
"Rea, Shelby",Thomas Mondrake,"19 Feb, 2021 00:12:00","24 Apr, 2021 00:03:00","$93,000.00","$89,800.00",Closed Won,Won,Existing Business,Trade Show,75,64,2. 61 - 120 days,5. Above 40K,1577,No,No,No,No,24000015
"Gilbert, Shannon",Thomas Mondrake,"18 Feb, 2021 00:12:00","22 Mar, 2021 00:02:00","$18,700.00","$16,900.00",Closed Won,Won,Existing Business,Partner,20,32,1. 0 - 60 days,"2. $10,001 - $20K",1521,No,No,No,No,24000014
"Luna, Paul",Augustine Paul,"18 Feb, 2021 00:12:00","09 Apr, 2021 00:02:00","$14,800.00","$16,550.00",Closed Won,Won,New Business,External Referral,80,50,1. 0 - 60 days,"2. $10,001 - $20K",1780,No,No,No,No,24000022
"Braden, Steven",Lazar Mathew,"18 Feb, 2021 00:12:00","18 Mar, 2021 00:02:00","$26,500.00","$32,700.00",Qualification,Open,Existing Business,Cold Call,100,28,1. 0 - 60 days,"3. $20,001 - $30K",1545,No,No,No,No,24000015
"Kerfoot, Robert",Thomas Mondrake,"18 Feb, 2021 00:12:00","27 Apr, 2021 00:03:00","$139,500.00","$159,000.00",Proposal/Price Quote,Open,New Business,External Referral,80,68,2. 61 - 120 days,5. Above 40K,1861,No,No,No,No,24000023
"Contreras, Gregory",David Love,"18 Feb, 2021 00:12:00","04 May, 2021 00:03:00","$12,500.00","$16,300.00",Negotiation/Review,Open,New Business,Cold Call,20,75,2. 61 - 120 days,"2. $10,001 - $20K",1877,No,No,No,No,24000024
"Gaines, William",Pete Zachariah,"17 Feb, 2021 00:12:00","05 Apr, 2021 00:02:00","$9,600.00","$15,000.00",Closed Won,Won,Existing Business,Web Research,100,47,1. 0 - 60 days,1. 0 - $10K,1633,No,No,No,No,24000016
"Hall, Arron",Tina Thomas,"17 Feb, 2021 00:12:00","06 Apr, 2021 00:02:00","$64,800.00","$98,500.00",Negotiation/Review,Open,New Business,Sales Mail Alias,80,48,1. 0 - 60 days,5. Above 40K,1703,No,No,No,No,24000019
"Eames, Junita",Rozario Diego,"17 Feb, 2021 00:12:00","10 Apr, 2021 00:02:00","$226,100.00","$239,850.00",Closed Won,Won,Existing Business,Advertisement,25,52,1. 0 - 60 days,5. Above 40K,1589,No,No,No,No,24000015
"Larson, Tommy",Pete Zachariah,"17 Feb, 2021 00:12:00","20 Mar, 2021 00:02:00","$13,300.00","$16,350.00",Closed Won,Won,New Business,External Referral,100,31,1. 0 - 60 days,"2. $10,001 - $20K",1906,No,No,No,No,24000024
"Andrus, Kelli",Jasmine Frank,"16 Feb, 2021 00:12:00","26 Apr, 2021 00:03:00","$87,400.00","$97,550.00",Closed Won,Won,New Business,Employee Referral,10,69,2. 61 - 120 days,5. Above 40K,1806,No,No,No,No,24000022
"Diggs, Dennis",Thomas Mondrake,"16 Feb, 2021 00:12:00","18 Mar, 2021 00:02:00","$98,500.00","$97,450.00",Closed Won,Won,New Business,Advertisement,100,30,1. 0 - 60 days,5. Above 40K,1849,No,No,No,No,24000023
"Grant, Mary",Augustine Paul,"16 Feb, 2021 00:12:00","30 Mar, 2021 00:02:00","$7,500.00","$4,400.00",Closed Won,Won,New Business,Web Research,0,42,1. 0 - 60 days,1. 0 - $10K,1686,No,No,No,No,24000019
"Burger, Carmen",Rozario Diego,"16 Feb, 2021 00:12:00","27 Apr, 2021 00:03:00","$142,600.00","$149,550.00",Initial Offer,Open,Existing Business,External Referral,10,70,2. 61 - 120 days,5. Above 40K,1502,No,No,No,No,24000012
"Delarosa, Andrew",Rozario Diego,"16 Feb, 2021 00:12:00","20 Apr, 2021 00:03:00","$8,000.00","$7,900.00",Proposal/Price Quote,Open,New Business,Public Relations,25,63,2. 61 - 120 days,1. 0 - $10K,1791,No,No,No,No,24000022
"Sanders, Latonya",Augustine Paul,"16 Feb, 2021 00:12:00","24 Mar, 2021 00:02:00","$12,200.00","$18,850.00",Closed Won,Won,Existing Business,OnlineStore,20,36,1. 0 - 60 days,"2. $10,001 - $20K",1634,Yes,Yes,No,Yes,24000016
"Wagner, Annamae",David Love,"16 Feb, 2021 00:12:00","15 Mar, 2021 00:01:00","$29,700.00","$26,900.00",Proposal/Price Quote,Open,Existing Business,Public Relations,100,27,1. 0 - 60 days,"3. $20,001 - $30K",1603,No,No,No,No,24000016
"Herndon, Christopher",Roger Terrence,"15 Feb, 2021 00:12:00","25 Apr, 2021 00:03:00","$69,600.00","$92,800.00",Qualification,Open,Existing Business,Web Research,20,69,2. 61 - 120 days,5. Above 40K,1542,No,No,No,No,24000015
"Hensley, Lawrence",Augustine Paul,"15 Feb, 2021 00:12:00","10 Apr, 2021 00:02:00","$11,800.00","$13,450.00",Closed Lost,Lost,Existing Business,Employee Referral,0,54,1. 0 - 60 days,"2. $10,001 - $20K",1915,No,No,No,No,24000024
"Taylor, Charlotte",Harold Pawlan,"15 Feb, 2021 00:12:00","09 Apr, 2021 00:02:00","$19,600.00","$20,900.00",Proposal/Price Quote,Open,Existing Business,Advertisement,100,53,1. 0 - 60 days,"2. $10,001 - $20K",1517,No,No,No,No,24000014
"Baez, Virginia",Tina Thomas,"15 Feb, 2021 00:12:00","14 Apr, 2021 00:03:00","$10,300.00","$11,500.00",Closed Won,Won,Existing Business,Sales Mail Alias,20,58,1. 0 - 60 days,"2. $10,001 - $20K",1746,No,No,No,No,24000021
"Viverette, Ryan",Rozario Diego,"15 Feb, 2021 00:12:00","12 Apr, 2021 00:02:00","$7,600.00","$10,850.00",Closed Won,Won,New Business,External Referral,20,56,1. 0 - 60 days,1. 0 - $10K,1888,No,No,No,No,24000024
"Cassell, Margaret",Santa Cruz Clara,"14 Feb, 2021 00:12:00","12 Mar, 2021 00:01:00","$7,700.00","$4,800.00",Prospect,Open,New Business,OnlineStore,75,26,1. 0 - 60 days,1. 0 - $10K,1813,No,No,No,No,24000023
"Austin, Julia",Santa Cruz Clara,"14 Feb, 2021 00:12:00","06 Apr, 2021 00:02:00","$8,100.00","$7,300.00",Closed Won,Won,Existing Business,OnlineStore,100,51,1. 0 - 60 days,1. 0 - $10K,1471,No,No,No,No,24000012
"Coco, Lucille",Santa Cruz Clara,"14 Feb, 2021 00:12:00","01 Apr, 2021 00:02:00","$81,700.00","$106,600.00",Proposal/Price Quote,Open,Existing Business,Partner,100,46,1. 0 - 60 days,5. Above 40K,1593,No,No,No,No,24000015
"Chouinard, Joyce",Pete Zachariah,"14 Feb, 2021 00:12:00","11 Mar, 2021 00:01:00","$14,500.00","$17,100.00",Prospect,Open,Existing Business,Advertisement,0,25,1. 0 - 60 days,"2. $10,001 - $20K",1454,No,No,No,No,24000012
"Odell, Norma",Tina Thomas,"14 Feb, 2021 00:12:00","02 Apr, 2021 00:02:00","$90,700.00","$90,500.00",Closed Won,Won,New Business,OnlineStore,100,47,1. 0 - 60 days,5. Above 40K,1885,No,No,No,No,24000024
"Houde, Bruce",Pete Zachariah,"14 Feb, 2021 00:12:00","14 Mar, 2021 00:01:00","$102,700.00","$137,200.00",Closed Won,Won,Existing Business,Web Research,100,28,1. 0 - 60 days,5. Above 40K,1578,No,No,No,No,24000015
"Allen, Dennis",Harold Pawlan,"14 Feb, 2021 00:12:00","27 Mar, 2021 00:02:00","$113,700.00","$125,450.00",Qualification,Open,Existing Business,Advertisement,20,41,1. 0 - 60 days,5. Above 40K,1562,No,No,No,No,24000015
"Kutz, Patricia",Thomas Mondrake,"14 Feb, 2021 00:12:00","02 Apr, 2021 00:02:00","$5,800.00","$6,000.00",Proposal/Price Quote,Open,Existing Business,Employee Referral,100,47,1. 0 - 60 days,1. 0 - $10K,1555,No,No,No,No,24000015
"Smith, Maria",Santa Cruz Clara,"14 Feb, 2021 00:12:00","14 Mar, 2021 00:01:00","$18,400.00","$18,050.00",Initial Offer,Open,Existing Business,Cold Call,100,28,1. 0 - 60 days,"2. $10,001 - $20K",1626,No,No,No,No,24000016
"Stearns, Albert",Rozario Diego,"14 Feb, 2021 00:12:00","19 Mar, 2021 00:02:00","$15,900.00","$17,600.00",Closed Won,Won,Existing Business,Web Research,100,33,1. 0 - 60 days,"2. $10,001 - $20K",1937,No,No,No,No,24000025
"Albro, Cynthia",David Love,"14 Feb, 2021 00:12:00","18 Mar, 2021 00:02:00","$122,200.00","$151,050.00",Qualification,Open,New Business,Employee Referral,20,32,1. 0 - 60 days,5. Above 40K,1869,No,No,No,No,24000024
"Connolly, Bobby",Roger Terrence,"13 Feb, 2021 00:12:00","01 Apr, 2021 00:02:00","$27,200.00","$20,000.00",Closed Won,Won,New Business,Cold Call,20,47,1. 0 - 60 days,"3. $20,001 - $30K",1859,No,No,No,No,24000023
"Cadle, William",Santa Cruz Clara,"13 Feb, 2021 00:12:00","18 Mar, 2021 00:02:00","$19,000.00","$20,500.00",Closed Won,Won,New Business,Advertisement,100,33,1. 0 - 60 days,"2. $10,001 - $20K",1526,No,No,No,No,24000014
"Glass, Ben",David Love,"13 Feb, 2021 00:12:00","14 May, 2021 00:03:00","$87,300.00","$105,400.00",Initial Offer,Open,Existing Business,Trade Show,100,90,2. 61 - 120 days,5. Above 40K,1649,No,No,No,No,24000017
"Grice, Sheri",Harold Pawlan,"13 Feb, 2021 00:12:00","14 Mar, 2021 00:01:00","$15,300.00","$9,700.00",Needs Analysis,Open,Existing Business,Trade Show,100,29,1. 0 - 60 days,"2. $10,001 - $20K",1829,No,No,No,No,24000023
"Hendricks, Kevin",Jasmine Frank,"13 Feb, 2021 00:12:00","14 Apr, 2021 00:03:00","$30,300.00","$31,800.00",Closed Won,Won,New Business,Trade Show,10,60,1. 0 - 60 days,"4. $30,001 - $40K",1298,No,No,No,No,24000008
"Kuiper, Billy",Pete Zachariah,"11 Feb, 2021 00:12:00","16 Mar, 2021 00:01:00","$80,400.00","$46,000.00",Closed Won,Won,Existing Business,Trade Show,20,33,1. 0 - 60 days,5. Above 40K,1605,No,No,No,No,24000016
"Sampson, Gregg",Thomas Mondrake,"11 Feb, 2021 00:12:00","16 Mar, 2021 00:01:00","$20,300.00","$24,300.00",Initial Offer,Open,Existing Business,Cold Call,100,33,1. 0 - 60 days,"3. $20,001 - $30K",1923,No,No,No,No,24000024
"Goodwin, Mark",Augustine Paul,"11 Feb, 2021 00:12:00","18 Mar, 2021 00:02:00","$31,200.00","$16,700.00",Closed Won,Won,New Business,Advertisement,20,35,1. 0 - 60 days,"4. $30,001 - $40K",1616,No,No,No,No,24000016
"Bowman, Jeff",Lazar Mathew,"10 Feb, 2021 00:12:00","09 Mar, 2021 00:01:00","$6,900.00","$10,250.00",Closed Won,Won,Existing Business,Partner,20,27,1. 0 - 60 days,1. 0 - $10K,1745,No,No,No,No,24000021
"Brock, Jennifer",Rozario Diego,"10 Feb, 2021 00:12:00","20 Mar, 2021 00:02:00","$5,700.00","$5,550.00",Negotiation/Review,Open,New Business,Cold Call,75,38,1. 0 - 60 days,1. 0 - $10K,1005,No,No,No,No,24000000
