LEADID,Last Name,Company,Lead Owner,Email,Mobile,Website,Industry,Lead Source,Lead Status,Created Time,CONVERTED,month_Created Time1
4267,Elizondo,Service Merchandise,Santa Cruz Clara,KennethLElizondo@cuvox.de,405-680-7571,BoiseTaxis.com,IT Services,Sales Mail Alias,Contacted,"28 Feb, 2021 00:01:00",Yes,February
4271,Wright,Netcore,Harold Pawlan,BridgetWWright@cuvox.de,425-799-2162,DatingUpdate.com,Government/Military,Web Research,Lost Lead,"28 Feb, 2021 00:01:00",Yes,February
2994,White,Adaptas,Pete Zachariah,VictorOWhite@cuvox.de,208-845-9357,PopularScape.com,Consulting,Online Store,Junk Lead,"28 Feb, 2021 00:01:00",Yes,February
2998,Slane,Balanced Fortune,Jasmine Frank,WalterCSlane@rhyta.com,781-769-6977,GeoBased.com,Financial Services,Employee Referral,Contacted,"28 Feb, 2021 00:01:00",Yes,February
3006,Wilson,Sherman's,Thomas Mondrake,SamuelTWilson@rhyta.com,214-824-4927,NonSoap.com,Consulting,Advertisement,Lost Lead,"28 Feb, 2021 00:01:00",Yes,February
1733,Murray,Good Times,Tina Thomas,RogerJMurray@fleckens.hu,312-229-7089,SelfRestore.com,Consulting,Public Relations,Contacted,"28 Feb, 2021 00:01:00",Yes,February
1736,McKnight,Auto Palace,David Love,GeorgiaJMcKnight@cuvox.de,480-612-3717,PoeticLanguage.com,Technology,Web Research,Contact in Future,"28 Feb, 2021 00:01:00",Yes,February
1741,Woolf,Weingarten's,Thomas Mondrake,JosephAWoolf@teleworm.us,847-484-7510,MotorcycleMarkets.com,Government/Military,External Referral,Lost Lead,"28 Feb, 2021 00:01:00",Yes,February
4797,Raggs,Vari-Tec,Thomas Mondrake,LatoyaJRaggs@jourrapide.com,801-689-1927,CharterFamily.com,Education,External Referral,Lost Lead,"27 Feb, 2021 00:01:00",Yes,February
2093,Demarest,Mervyn's,Roger Terrence,CandiRDemarest@einrot.com,254-978-2540,CacheFunds.com,Financial Services,Partner,Contacted,"27 Feb, 2021 00:01:00",Yes,February
3349,Clark,Galyan's,David Love,RobertJClark@teleworm.us,510-891-6362,ComEntrepreneur.com,Government/Military,Partner,Contacted,"26 Feb, 2021 00:02:00",Yes,February
2724,Jones,Monlinks,Lazar Mathew,JohnGJones@dayrep.com,641-927-4534,BikeAppraisals.com,Government/Military,Online Store,Junk Lead,"26 Feb, 2021 00:01:00",Yes,February
4004,Nock,Newhair,Roger Terrence,PamelaJNock@dayrep.com,219-614-4798,ApartmentMom.com,Technology,Trade Show,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
4273,King,Sampson's,Pete Zachariah,CliffAKing@superrito.com,404-584-2968,MedicPlant.com,Service Provider,Cold Call,Not Contacted,"26 Feb, 2021 00:01:00",Yes,February
4274,Koonce,Mikrotechnic,Jasmine Frank,PamelaJKoonce@armyspy.com,205-346-5770,GamerTrash.com,IT Services,Cold Call,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
4276,Eckhoff,The Flying Hippo,Roger Terrence,JamesJEckhoff@dayrep.com,925-818-1903,WhosLaughing.com,Financial Services,Advertisement,Contacted,"26 Feb, 2021 00:01:00",Yes,February
4279,Loving,Sun Television and Appliances,Roger Terrence,GwenGLoving@gustr.com,979-265-8704,SatelliteSeeker.com,Consulting,Employee Referral,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
4282,Waller,Purity Supreme,Lazar Mathew,RussellMWaller@einrot.com,651-429-5173,DiscJackets.com,Education,Web Research,Not Contacted,"26 Feb, 2021 00:01:00",Yes,February
4285,Story,Grey Fade,Harold Pawlan,BrandeeDStory@jourrapide.com,678-313-4979,InformationSelect.com,Financial Services,Advertisement,Contacted,"26 Feb, 2021 00:01:00",Yes,February
3008,Jones,Williams Bros.,Lazar Mathew,RaquelRJones@cuvox.de,561-968-0444,NumericNews.com,Government/Military,Web Research,Not Contacted,"26 Feb, 2021 00:01:00",Yes,February
4288,Prince,Knox Lumber,Rozario Diego,GretchenWPrince@gustr.com,516-699-0220,MobileButtons.com,Government/Military,Web Research,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
3009,Rodriguez,Super Shops,Tina Thomas,AmandaFRodriguez@fleckens.hu,262-581-9103,DebtInspector.com,Manufacturing,Cold Call,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
4291,Porter,Music Boutique,Roger Terrence,RichardBPorter@dayrep.com,770-568-5613,GamingProblem.com,Education,Cold Call,Not Contacted,"26 Feb, 2021 00:01:00",Yes,February
4292,Fischer,Afforda Merchant Services,Rozario Diego,ScottVFischer@fleckens.hu,208-792-4444,ReadyStats.com,Service Provider,External Referral,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
4293,Walston,Gold Leaf Garden Management,Roger Terrence,DanielAWalston@armyspy.com,662-822-5120,TooPopular.com,Technology,Web Research,Contact in Future,"26 Feb, 2021 00:01:00",Yes,February
4294,Campbell,Consumers Food and Drug,Rozario Diego,MarieACampbell@einrot.com,406-834-3607,EntrepreneurWork.com,Pharma,Partner,Contacted,"26 Feb, 2021 00:01:00",Yes,February
4296,Pierce,Buena Vista Garden Maintenance,David Love,JosephJPierce@rhyta.com,704-204-8143,AnAnnouncement.com,Technology,Sales Mail Alias,Attempted to Contact,"26 Feb, 2021 00:01:00",Yes,February
4297,Haskin,Specialty Restaurant Group,Rozario Diego,AngelEHaskin@cuvox.de,248-275-7886,PrepaidPoints.com,Education,Public Relations,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
4299,Ortega,Foxmoor,Santa Cruz Clara,ChrisEOrtega@armyspy.com,740-467-8766,PetRetreats.com,IT Services,Cold Call,Lost Lead,"26 Feb, 2021 00:01:00",Yes,February
1743,Lewis,Corinthian Designs,Thomas Mondrake,JohnALewis@superrito.com,860-896-3407,TVEnthusiast.com,Communications,Partner,Not Contacted,"26 Feb, 2021 00:01:00",Yes,February
1744,Harmon,Chargepal,Rozario Diego,KristiMHarmon@einrot.com,310-666-4733,FailStats.com,Education,Trade Show,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
1746,Cudney,John Plain,Tina Thomas,AllenMCudney@gustr.com,318-949-4753,Gigarank.com,Financial Services,Employee Referral,Contacted,"26 Feb, 2021 00:01:00",Yes,February
1749,Wilbanks,Pearl Architectural Design,Pete Zachariah,BenjaminKWilbanks@armyspy.com,405-762-2787,PrepayTickets.com,Technology,Employee Referral,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
1752,Martinez,Matrix Architectural Service,Thomas Mondrake,LouiseRMartinez@rhyta.com,618-226-4255,RegistrationSpecials.com,Manufacturing,Partner,Not Contacted,"26 Feb, 2021 00:01:00",Yes,February
1755,Lemire,10000 Auto Parts,Pete Zachariah,StevenELemire@armyspy.com,414-777-6225,DiscDisplays.com,Consulting,Online Store,Contacted,"26 Feb, 2021 00:01:00",No,February
1761,Harrison,Simply Save,Thomas Mondrake,AlbertPHarrison@jourrapide.com,516-678-4698,InternationalWords.com,Education,Public Relations,Not Contacted,"26 Feb, 2021 00:01:00",No,February
1763,Phillips,Service Merchandise,Jasmine Frank,CallieMPhillips@superrito.com,702-942-9291,GuardSales.com,Service Provider,External Referral,Contact in Future,"26 Feb, 2021 00:01:00",Yes,February
1767,Abdallah,Paul's Record Hut,Santa Cruz Clara,ArnoldSAbdallah@gustr.com,904-976-9401,MonetizationInformation.com,IT Services,External Referral,Pre Qualified,"26 Feb, 2021 00:01:00",Yes,February
2042,Ammon,Peaches,Santa Cruz Clara,RobertLAmmon@einrot.com,504-905-0282,AlarmRingtone.com,Government/Military,Partner,Contacted,"26 Feb, 2021 00:01:00",Yes,February
3996,McClure,Bay Furniture,Rozario Diego,JaniceSMcClure@gustr.com,704-720-0855,EastTribune.com,Communications,Public Relations,Contact in Future,"25 Feb, 2021 00:01:00",Yes,February
4798,Kilgore,Monk Home Loans,Rozario Diego,LeoAKilgore@jourrapide.com,805-533-2722,AutoMethod.com,Manufacturing,External Referral,Contacted,"24 Feb, 2021 00:01:00",Yes,February
2061,Christian,Strategic Profit,Harold Pawlan,JeromeMChristian@jourrapide.com,213-610-5138,WordEvolution.com,Consulting,Trade Show,Junk Lead,"24 Feb, 2021 00:01:00",Yes,February
2098,Davis,Express Merchant Service,Santa Cruz Clara,JasonHDavis@dayrep.com,310-329-3274,MysterySinger.com,Government/Military,Trade Show,Junk Lead,"24 Feb, 2021 00:01:00",No,February
3982,Pendergrass,Value Giant,Lazar Mathew,LarryJPendergrass@fleckens.hu,219-279-5739,QuoteApproval.com,Technology,Cold Call,Contact in Future,"24 Feb, 2021 00:01:00",Yes,February
2722,Olsson,Mission G,Santa Cruz Clara,RogerLOlsson@superrito.com,201-587-1393,LastJune.com,Education,Advertisement,Contact in Future,"23 Feb, 2021 00:01:00",No,February
4770,Cardello,Hughes & Hatcher,Jasmine Frank,LenoraBCardello@fleckens.hu,518-408-5792,MobileFreezers.com,Education,Public Relations,Contacted,"23 Feb, 2021 00:01:00",Yes,February
4263,Lynch,Omni Tech Solutions,Harold Pawlan,CharlesDLynch@teleworm.us,510-825-1961,ProtectionPoker.com,IT Services,Employee Referral,Contacted,"23 Feb, 2021 00:01:00",Yes,February
3505,Lipscomb,Judy's,David Love,EdwardSLipscomb@teleworm.us,508-825-1752,OnDemandHost.com,Service Provider,Web Research,Contacted,"23 Feb, 2021 00:01:00",Yes,February
2114,Kushner,A. L. Price,Thomas Mondrake,JeannineTKushner@rhyta.com,913-227-7536,CheerfulGuy.com,Consulting,Online Store,Contacted,"23 Feb, 2021 00:01:00",Yes,February
3341,Pennington,Sandy's,Harold Pawlan,BeatriceAPennington@fleckens.hu,417-213-6082,RewardsPays.com,Service Provider,Employee Referral,Not Contacted,"22 Feb, 2021 00:02:00",Yes,February
2063,Schultz,The White Swan,Pete Zachariah,GloriaJSchultz@teleworm.us,610-752-0253,LinkReady.com,Manufacturing,Cold Call,Pre Qualified,"22 Feb, 2021 00:02:00",Yes,February
3333,Smith,McDuff,Augustine Paul,MichaelGSmith@jourrapide.com,786-420-8371,CellularSummit.com,Pharma,Sales Mail Alias,Pre Qualified,"22 Feb, 2021 00:01:00",Yes,February
2084,Taylor,Gold Touch,Pete Zachariah,AlanYTaylor@dayrep.com,419-719-5601,CardFlips.com,Financial Services,External Referral,Contacted,"22 Feb, 2021 00:01:00",No,February
2733,Gunther,The Jolly Farmer,Harold Pawlan,JohnCGunther@superrito.com,785-851-4400,RentalZine.com,Education,Trade Show,Junk Lead,"21 Feb, 2021 00:12:00",Yes,February
4001,Tardif,Magna Consulting,Thomas Mondrake,MarthaFTardif@teleworm.us,661-459-6562,MichiganSurgeons.com,Communications,Web Research,Lost Lead,"21 Feb, 2021 00:01:00",Yes,February
1758,Wymer,Electronics Source,Lazar Mathew,DeliaJWymer@rhyta.com,978-721-8192,OrganizedGaming.com,Government/Military,Trade Show,Pre Qualified,"21 Feb, 2021 00:01:00",Yes,February
3310,Jones,Cut Rite,Pete Zachariah,MarkPJones@armyspy.com,615-832-1687,WikiClips.com,Education,Public Relations,Pre Qualified,"21 Feb, 2021 00:01:00",Yes,February
2045,Butterworth,Thompson,Santa Cruz Clara,JuliaDButterworth@rhyta.com,803-462-0193,MetaTerm.com,Communications,External Referral,Pre Qualified,"21 Feb, 2021 00:01:00",No,February
3363,Riley,Sam Goody,Rozario Diego,AndresRRiley@dayrep.com,713-400-5160,SunActivities.com,Service Provider,External Referral,Junk Lead,"21 Feb, 2021 00:01:00",Yes,February
2049,Duppstadt,Boston Sea Party,Jasmine Frank,CharlesADuppstadt@teleworm.us,706-814-4683,eBuzzed.com,Technology,Online Store,Not Contacted,"20 Feb, 2021 00:12:00",Yes,February
3317,Sanders,Showbiz Pizza Place,Lazar Mathew,ErinDSanders@dayrep.com,216-732-3331,SolarSeason.com,Manufacturing,Web Research,Junk Lead,"20 Feb, 2021 00:01:00",Yes,February
2725,Ford,Monsource,Rozario Diego,JamesLFord@rhyta.com,334-678-9229,EverydayRisk.com,Education,Partner,Pre Qualified,"19 Feb, 2021 00:01:00",Yes,February
3327,Lee,Muirhead's,Lazar Mathew,JoseLLee@teleworm.us,646-217-5630,BreadSandwich.com,Financial Services,Employee Referral,Attempted to Contact,"19 Feb, 2021 00:01:00",Yes,February
3372,Blazek,Strength Gurus,Tina Thomas,MildredDBlazek@teleworm.us,443-405-7980,DiabeticPerson.com,Education,Web Research,Attempted to Contact,"19 Feb, 2021 00:01:00",Yes,February
2104,Crawford,Shoe Kicks,Rozario Diego,MichealMCrawford@rhyta.com,334-889-3579,PoolWorker.com,Government/Military,Trade Show,Contact in Future,"19 Feb, 2021 00:01:00",Yes,February
2990,Hays,Better Business Ideas and Services,Roger Terrence,JenniferJHays@fleckens.hu,818-335-6847,DataMonthly.com,IT Services,Employee Referral,Not Contacted,"18 Feb, 2021 00:01:00",Yes,February
4799,Faust,Rivera Property Maintenance,Pete Zachariah,AmberDFaust@jourrapide.com,626-388-7952,FlorenceBar.com,IT Services,Public Relations,Not Contacted,"18 Feb, 2021 00:01:00",Yes,February
2269,Thacker,Eagle Hardware & Garden,Rozario Diego,DavidMThacker@fleckens.hu,253-225-0721,GlobalHoneymoons.com,Technology,Web Research,Not Contacted,"18 Feb, 2021 00:01:00",No,February
3320,McCauley,Walt's IGA,Jasmine Frank,MarthaBMcCauley@teleworm.us,570-884-1691,SemiYearly.com,Pharma,Cold Call,Contact in Future,"18 Feb, 2021 00:01:00",Yes,February
3370,Miller,Buena Vista Realty Service,Thomas Mondrake,DougAMiller@superrito.com,337-743-3758,GroovyShow.com,Communications,Cold Call,Contacted,"18 Feb, 2021 00:01:00",Yes,February
2108,Olivo,Luria's,Santa Cruz Clara,AmandaROlivo@einrot.com,270-619-6185,StomachBlog.com,Communications,Web Research,Pre Qualified,"18 Feb, 2021 00:01:00",Yes,February
4768,Watts,Weathervane,Pete Zachariah,HowardSWatts@dayrep.com,219-883-0559,TravelingCoupons.com,Government/Military,Advertisement,Not Contacted,"17 Feb, 2021 00:01:00",Yes,February
4769,Winston,Cloth World,Santa Cruz Clara,JamesCWinston@jourrapide.com,734-995-3780,StrawberryBar.com,Consulting,Public Relations,Pre Qualified,"17 Feb, 2021 00:01:00",Yes,February
3504,Queen,Twin Food Stores,Thomas Mondrake,TashaDQueen@cuvox.de,860-881-5235,ValuableReports.com,Pharma,Sales Mail Alias,Pre Qualified,"17 Feb, 2021 00:01:00",Yes,February
4791,Forster,Saturday Matinee,Jasmine Frank,DannyDForster@superrito.com,641-431-1864,GreenHealthInsurance.com,Service Provider,Advertisement,Pre Qualified,"17 Feb, 2021 00:01:00",Yes,February
2238,Weber,Intelli Wealth Group,Thomas Mondrake,LisaMWeber@jourrapide.com,231-377-2673,DesertScreen.com,Consulting,Cold Call,Not Contacted,"17 Feb, 2021 00:01:00",Yes,February
3526,Marroquin,Gas Zone,Roger Terrence,TerriGMarroquin@armyspy.com,530-945-3032,TextFraud.com,Pharma,Trade Show,Pre Qualified,"17 Feb, 2021 00:01:00",Yes,February
4810,Pietsch,Keeney's,Tina Thomas,KatieJPietsch@gustr.com,423-294-8299,CableLog.com,Education,Advertisement,Contact in Future,"17 Feb, 2021 00:01:00",Yes,February
4303,Browning,Rose Records,Rozario Diego,JohnCBrowning@superrito.com,256-759-7325,RodeoAwards.com,Consulting,Cold Call,Contacted,"17 Feb, 2021 00:01:00",Yes,February
4304,Allen,Monlinks,Pete Zachariah,BrentVAllen@rhyta.com,410-238-0253,TodaysExcuse.com,Government/Military,Trade Show,Junk Lead,"17 Feb, 2021 00:01:00",Yes,February
4826,Wright,Simply Save,Rozario Diego,JoseLWright@teleworm.us,231-445-9226,OrlandoResumes.com,Manufacturing,External Referral,Not Contacted,"17 Feb, 2021 00:01:00",Yes,February
2280,Clever,Asiatic Solutions,Tina Thomas,ShirleyKClever@teleworm.us,313-209-1073,ReferenceMall.com,Technology,Partner,Contact in Future,"17 Feb, 2021 00:01:00",Yes,February
4843,Dunn,Adaptaz,Rozario Diego,JackTDunn@rhyta.com,716-951-3536,TravellingSpeed.com,Government/Military,Trade Show,Lost Lead,"17 Feb, 2021 00:01:00",Yes,February
1773,Taylor,JasmineSola,Jasmine Frank,MelvinaJTaylor@jourrapide.com,614-297-1281,ParkingClinic.com,Pharma,Public Relations,Contacted,"17 Feb, 2021 00:01:00",Yes,February
4846,Taylor,Little Folk Shops,Pete Zachariah,SophiaTTaylor@fleckens.hu,239-543-9722,SanFranciscoAgency.com,Pharma,Trade Show,Contact in Future,"17 Feb, 2021 00:01:00",Yes,February
2296,Strong,Irving's Sporting Goods,Jasmine Frank,ScottMStrong@einrot.com,503-843-7676,TwoPizzas.com,Government/Military,Cold Call,Not Contacted,"17 Feb, 2021 00:01:00",Yes,February
4867,Dykema,Your Choices,Jasmine Frank,ClaudeMDykema@jourrapide.com,870-481-5612,AdStudies.com,Manufacturing,Sales Mail Alias,Attempted to Contact,"17 Feb, 2021 00:01:00",Yes,February
2313,Hughes,Karl's Shoes,Santa Cruz Clara,JackJHughes@superrito.com,641-593-1409,AustinSalesJobs.com,Manufacturing,Cold Call,Lost Lead,"17 Feb, 2021 00:01:00",Yes,February
4891,Martin,Sav-A-Center,Santa Cruz Clara,GloriaFMartin@dayrep.com,907-533-0411,RepublicanStandard.com,IT Services,Web Research,Pre Qualified,"17 Feb, 2021 00:01:00",Yes,February
4898,Lynch,The Royal Canadian Pancake Houses,Lazar Mathew,JefferyKLynch@fleckens.hu,231-667-3598,SideCredit.com,Technology,Online Store,Not Contacted,"17 Feb, 2021 00:01:00",Yes,February
3626,Bess,Chandlers,Thomas Mondrake,OlaCBess@einrot.com,830-744-5172,MarketingAthletes.com,Consulting,Web Research,Pre Qualified,"17 Feb, 2021 00:01:00",Yes,February
2361,Rhodes,Corpbay,Jasmine Frank,MaryJRhodes@gustr.com,513-786-9527,StrictlyYoga.com,Government/Military,Employee Referral,Pre Qualified,"17 Feb, 2021 00:01:00",Yes,February
2368,Jackson,Jacobs,Augustine Paul,MyrtleJJackson@rhyta.com,630-498-1275,CapitalZoom.com,IT Services,Cold Call,Not Contacted,"17 Feb, 2021 00:01:00",Yes,February
3648,Spencer,Total Yard Maintenance,Harold Pawlan,JamesASpencer@jourrapide.com,818-577-3466,EatFastFood.com,Government/Military,Cold Call,Pre Qualified,"17 Feb, 2021 00:01:00",Yes,February
3671,Cummins,Audio Aid,Thomas Mondrake,WillieTCummins@dayrep.com,432-226-9292,FraternityPhotos.com,Technology,Employee Referral,Contact in Future,"17 Feb, 2021 00:01:00",Yes,February
3351,Kennedy,La Petite Boulangerie,Jasmine Frank,BrianDKennedy@armyspy.com,484-517-0146,EntrepreneurBuilder.com,Manufacturing,Cold Call,Pre Qualified,"16 Feb, 2021 00:12:00",Yes,February
1711,Lockett,Macroserve,Lazar Mathew,JacobWLockett@dayrep.com,804-926-8600,ConsultingNurse.com,Technology,Employee Referral,Attempted to Contact,"16 Feb, 2021 00:01:00",Yes,February
1762,Warren,ABCO Foods,Thomas Mondrake,LindaJWarren@superrito.com,202-355-5456,LocalBrief.com,Consulting,Web Research,Pre Qualified,"16 Feb, 2021 00:01:00",Yes,February
3321,Pagan,A Plus Lawn Care,Harold Pawlan,VickiMPagan@jourrapide.com,918-687-7527,DocumentDashboard.com,Manufacturing,Web Research,Lost Lead,"16 Feb, 2021 00:01:00",Yes,February
2090,Brown,Audio Aid,Pete Zachariah,EvelynGBrown@armyspy.com,708-850-4170,LinkVoyage.com,Pharma,External Referral,Pre Qualified,"16 Feb, 2021 00:01:00",Yes,February
2060,Mangual,Schweggmanns,Pete Zachariah,MichaelRMangual@gustr.com,706-981-0798,ImpulseFly.com,IT Services,Online Store,Contacted,"15 Feb, 2021 00:12:00",Yes,February
2082,Lewis,Yardbirds Home Center,Lazar Mathew,VirginiaGLewis@dayrep.com,636-549-1281,StoreVendors.com,Financial Services,Partner,Contact in Future,"15 Feb, 2021 00:12:00",Yes,February
3988,Barksdale,Judy's,Tina Thomas,ClaudeHBarksdale@einrot.com,360-484-0050,SearchHipHop.com,Education,Employee Referral,Contacted,"15 Feb, 2021 00:12:00",Yes,February
2204,Bolster,American Wholesale Club,Jasmine Frank,DavidEBolster@einrot.com,423-314-6502,KeywordMatches.com,Service Provider,Web Research,Contacted,"15 Feb, 2021 00:01:00",Yes,February
3485,Canales,Electric Avenue,Jasmine Frank,DarcyOCanales@armyspy.com,251-436-4213,PhotographyMontage.com,Financial Services,Partner,Pre Qualified,"15 Feb, 2021 00:01:00",Yes,February
4773,McQuade,Infinite Wealth Planners,Tina Thomas,JosephEMcQuade@einrot.com,573-669-5129,StrikeValue.com,Government/Military,Employee Referral,Pre Qualified,"15 Feb, 2021 00:01:00",Yes,February
2985,Williams,Kohl's Food Stores,Augustine Paul,KristaMWilliams@teleworm.us,941-861-2949,SkiSurfers.com,Government/Military,Cold Call,Attempted to Contact,"15 Feb, 2021 00:01:00",Yes,February
4778,Compton,Griff's Hamburgers,Harold Pawlan,BarbaraRCompton@rhyta.com,828-338-5444,ApprovedLawyers.com,Education,Cold Call,Pre Qualified,"15 Feb, 2021 00:01:00",Yes,February
2737,Foster,Standard Sales,Pete Zachariah,MichaelVFoster@teleworm.us,646-390-0118,CatchBreath.com,Manufacturing,Employee Referral,Contacted,"15 Feb, 2021 00:01:00",Yes,February
4787,Copeland,Simply Save,David Love,LuzNCopeland@superrito.com,413-523-7107,MemorabiliaNet.com,IT Services,External Referral,Pre Qualified,"15 Feb, 2021 00:01:00",Yes,February
3508,Barrow,Hamady Bros. Supermarkets,David Love,LoriSBarrow@superrito.com,518-632-3791,ModelingSecrets.com,IT Services,Partner,Pre Qualified,"15 Feb, 2021 00:01:00",Yes,February
3001,Haigh,Gino's Hamburgers,Harold Pawlan,IreneJHaigh@armyspy.com,215-706-8993,StoryPortfolio.com,Consulting,Sales Mail Alias,Contact in Future,"15 Feb, 2021 00:01:00",Yes,February
3513,Bradshaw,Musicland,Augustine Paul,TerryMBradshaw@superrito.com,701-869-6480,DivxLocator.com,Service Provider,Online Store,Pre Qualified,"15 Feb, 2021 00:01:00",Yes,February
2243,White,Heslop's,Roger Terrence,JasonTWhite@teleworm.us,559-827-3183,ArtistMovie.com,Education,Online Store,Pre Qualified,"15 Feb, 2021 00:01:00",No,February
2248,Valera,K's Merchandise,Lazar Mathew,ElvaSValera@jourrapide.com,508-603-2559,LastingMarks.com,IT Services,Partner,Pre Qualified,"15 Feb, 2021 00:01:00",Yes,February
3368,Foster,H.C. Bohack,Tina Thomas,RhondaBFoster@rhyta.com,940-349-3382,ResidentialLock.com,Government/Military,Partner,Pre Qualified,"15 Feb, 2021 00:01:00",Yes,February
2097,Donato,Funtown toys,Augustine Paul,TerrancePDonato@einrot.com,404-522-8173,CheatPrevention.com,Manufacturing,Advertisement,Contacted,"15 Feb, 2021 00:01:00",Yes,February
